cid,cntry
AW00012445,United States
AW00012446,United States
AW00012447,Canada
AW00012448,United States
AW00012449,Canada
AW00012450,United States
AW00012451,Canada
AW00012452,United States
AW00012453,United States
AW00012454,United States
AW00012455,United States
AW00012456,United States
AW00012457,United States
AW00012458,Germany
AW00012459,United Kingdom
AW00012460,United Kingdom
AW00012461,Germany
AW00012462,Germany
AW00012463,United Kingdom
AW00012464,France
AW00012465,United Kingdom
AW00012466,France
AW00012467,France
AW00012468,France
AW00012469,Germany
AW00012470,Germany
AW00012471,Germany
AW00012472,France
AW00012473,United Kingdom
AW00012474,France
AW00012475,Germany
AW00012476,United Kingdom
AW00012477,France
AW00012478,Germany
AW00012479,Germany
AW00012480,France
AW00012481,Germany
AW00012482,France
AW00012483,France
AW00012484,Germany
AW00012485,France
AW00012486,United Kingdom
AW00012487,Germany
AW00012488,France
AW00012489,France
AW00012490,France
AW00012491,United Kingdom
AW00012492,United Kingdom
AW00012493,Germany
AW00012494,France
AW00012495,Germany
AW00012496,United Kingdom
AW00012497,Germany
AW00012498,Germany
AW00012499,Germany
AW00012500,Germany
AW00012501,Germany
AW00012502,United Kingdom
AW00012503,United Kingdom
AW00012504,United Kingdom
AW00012505,United Kingdom
AW00012506,United Kingdom
AW00012507,Germany
AW00012508,United Kingdom
AW00012509,France
AW00012510,France
AW00012511,France
AW00012512,Germany
AW00012513,United Kingdom
AW00012514,France
AW00012515,France
AW00012516,Germany
AW00012517,Germany
AW00012518,Germany
AW00012519,United Kingdom
AW00012520,France
AW00012521,Germany
AW00012522,France
AW00012523,France
AW00012524,France
AW00012525,United Kingdom
AW00012526,United Kingdom
AW00012527,United States
AW00012528,United States
AW00012529,United States
AW00012530,Canada
AW00012531,United States
AW00012532,Canada
AW00012533,United States
AW00012534,France
AW00012535,Germany
AW00012536,Germany
AW00012537,France
AW00012538,Germany
AW00012539,France
AW00012540,United Kingdom
AW00012541,France
AW00012542,France
AW00012543,France
AW00012544,Germany
AW00012545,United Kingdom
AW00012546,Germany
AW00012547,France
AW00012548,Germany
AW00012549,France
AW00012550,United Kingdom
AW00012551,United Kingdom
AW00012552,France
AW00012553,France
AW00012554,United Kingdom
AW00012555,France
AW00012556,Germany
AW00012557,France
AW00012558,Germany
AW00012559,United Kingdom
AW00012560,United Kingdom
AW00012561,France
AW00012562,France
AW00012563,United Kingdom
AW00012564,United Kingdom
AW00012565,France
AW00012566,United Kingdom
AW00012567,United Kingdom
AW00012568,United Kingdom
AW00012569,United Kingdom
AW00012570,Australia
AW00012571,Australia
AW00012572,Australia
AW00012573,Australia
AW00012574,Australia
AW00012575,Australia
AW00012576,Australia
AW00012577,Australia
AW00012578,Australia
AW00012579,Australia
AW00012580,Australia
AW00012581,Australia
AW00012582,Australia
AW00012583,Australia
AW00012584,Australia
AW00012585,Australia
AW00012586,Australia
AW00012587,Australia
AW00012588,Australia
AW00012589,Australia
AW00012590,United Kingdom
AW00012591,Germany
AW00012592,United Kingdom
AW00012593,United Kingdom
AW00012594,United Kingdom
AW00012595,United Kingdom
AW00012596,United Kingdom
AW00012597,United Kingdom
AW00012598,United Kingdom
AW00012599,United Kingdom
AW00012600,Germany
AW00012601,United Kingdom
AW00012602,United Kingdom
AW00012603,United Kingdom
AW00012604,Germany
AW00012605,Germany
AW00012606,France
AW00012607,France
AW00012608,United Kingdom
AW00012609,United Kingdom
AW00012610,United Kingdom
AW00012611,United Kingdom
AW00012612,United Kingdom
AW00012613,France
AW00012614,France
AW00012615,United Kingdom
AW00012616,Germany
AW00012617,Germany
AW00012618,France
AW00012619,United Kingdom
AW00012620,France
AW00012621,France
AW00012622,United Kingdom
AW00012623,United Kingdom
AW00012624,Germany
AW00012625,France
AW00012626,United Kingdom
AW00012627,United Kingdom
AW00012628,France
AW00012629,Germany
AW00012630,United Kingdom
AW00012631,France
AW00012632,France
AW00012633,United Kingdom
AW00012634,United Kingdom
AW00012635,France
AW00012636,Germany
AW00012637,United Kingdom
AW00012638,Germany
AW00012639,France
AW00012640,United Kingdom
AW00012641,France
AW00012642,France
AW00012643,Germany
AW00012644,United Kingdom
AW00012645,United Kingdom
AW00012646,Germany
AW00012647,United Kingdom
AW00012648,United Kingdom
AW00012649,France
AW00012650,France
AW00012651,France
AW00012652,United Kingdom
AW00012653,United Kingdom
AW00012654,United Kingdom
AW00012655,France
AW00012656,France
AW00012657,Germany
AW00012658,United Kingdom
AW00012659,France
AW00012660,France
AW00012661,France
AW00012662,France
AW00012663,France
AW00012664,United Kingdom
AW00012665,Australia
AW00012666,Australia
AW00012667,Australia
AW00012668,Australia
AW00012669,Australia
AW00012670,Australia
AW00012671,Australia
AW00012672,Australia
AW00012673,Australia
AW00012674,Australia
AW00012675,Australia
AW00012676,Australia
AW00012677,Australia
AW00012678,Australia
AW00012679,Australia
AW00012680,Australia
AW00012681,Australia
AW00012682,Australia
AW00012683,Australia
AW00012684,Australia
AW00012685,Australia
AW00012686,Australia
AW00012687,Australia
AW00012688,Australia
AW00012689,Australia
AW00012690,Australia
AW00012691,Australia
AW00012692,Australia
AW00012693,Australia
AW00012694,Australia
AW00012695,Australia
AW00012696,Australia
AW00012697,Australia
AW00012698,Australia
AW00012699,Australia
AW00012700,Australia
AW00012701,Australia
AW00012702,Australia
AW00012703,Australia
AW00012704,Australia
AW00012705,Australia
AW00012706,Australia
AW00012707,United States
AW00012708,United States
AW00012709,United States
AW00012710,Canada
AW00012711,France
AW00012712,Germany
AW00012713,Germany
AW00012714,Germany
AW00012715,Australia
AW00012716,France
AW00012717,France
AW00012718,France
AW00012719,France
AW00012720,France
AW00012721,Germany
AW00012722,Germany
AW00012723,France
AW00012724,Germany
AW00012725,Germany
AW00012726,Germany
AW00012727,France
AW00012728,Germany
AW00012729,United Kingdom
AW00012730,United Kingdom
AW00012731,Germany
AW00012732,France
AW00012733,United Kingdom
AW00012734,France
AW00012735,Germany
AW00012736,Germany
AW00012737,France
AW00012738,Germany
AW00012739,United Kingdom
AW00012740,United Kingdom
AW00012741,Germany
AW00012742,Germany
AW00012743,United Kingdom
AW00012744,United Kingdom
AW00012745,United Kingdom
AW00012746,United Kingdom
AW00012747,Germany
AW00012748,France
AW00012749,France
AW00012750,France
AW00012751,Germany
AW00012752,France
AW00012753,France
AW00012754,France
AW00012755,United States
AW00012756,United States
AW00012757,United States
AW00012758,United States
AW00012759,United States
AW00012760,Canada
AW00012761,United States
AW00012762,United States
AW00012763,Canada
AW00012764,United States
AW00012765,Canada
AW00012766,United States
AW00012767,United States
AW00012768,United States
AW00012769,United States
AW00012770,United States
AW00012771,United States
AW00012772,United States
AW00012773,United States
AW00012774,United States
AW00012775,United States
AW00012776,United States
AW00012777,United States
AW00012778,United States
AW00012779,United States
AW00012780,United States
AW00012781,Canada
AW00012782,Canada
AW00012783,Canada
AW00012784,United States
AW00012785,Canada
AW00012786,United States
AW00012787,United States
AW00012788,United States
AW00012789,United States
AW00012790,United States
AW00012791,United States
AW00012792,United States
AW00012793,United States
AW00012794,United States
AW00012795,Canada
AW00012796,United States
AW00012797,United States
AW00012798,France
AW00012799,Germany
AW00012800,Germany
AW00012801,Germany
AW00012802,Germany
AW00012803,United Kingdom
AW00012804,France
AW00012805,France
AW00012806,Germany
AW00012807,Germany
AW00012808,United Kingdom
AW00012809,Germany
AW00012810,Germany
AW00012811,Germany
AW00012812,France
AW00012813,Germany
AW00012814,Germany
AW00012815,Germany
AW00012816,Germany
AW00012817,France
AW00012818,France
AW00012819,France
AW00012820,France
AW00012821,France
AW00012822,Germany
AW00012823,France
AW00012824,France
AW00012825,Germany
AW00012826,Germany
AW00012827,Germany
AW00012828,Germany
AW00012829,Germany
AW00012830,France
AW00012831,Germany
AW00012832,Germany
AW00012833,Germany
AW00012834,France
AW00012835,Germany
AW00012836,United Kingdom
AW00012837,Germany
AW00012838,Germany
AW00012839,United Kingdom
AW00012840,United Kingdom
AW00012841,France
AW00012842,France
AW00012843,France
AW00012844,Germany
AW00012845,Germany
AW00012846,Germany
AW00012847,United Kingdom
AW00012848,United Kingdom
AW00012849,France
AW00012850,Germany
AW00012851,France
AW00012852,Germany
AW00012853,United Kingdom
AW00012854,United Kingdom
AW00012855,United Kingdom
AW00012856,United Kingdom
AW00012857,United Kingdom
AW00012858,Germany
AW00012859,United Kingdom
AW00012860,United Kingdom
AW00012861,United Kingdom
AW00012862,France
AW00012863,Germany
AW00012864,United Kingdom
AW00012865,United Kingdom
AW00012866,France
AW00012867,Germany
AW00012868,France
AW00012869,France
AW00012870,Germany
AW00012871,United Kingdom
AW00012872,Germany
AW00012873,United Kingdom
AW00012874,United Kingdom
AW00012875,United States
AW00012876,United States
AW00012877,United States
AW00012878,United States
AW00012879,United States
AW00012880,Canada
AW00012881,United States
AW00012882,United States
AW00012883,United States
AW00012884,United States
AW00012885,United States
AW00012886,United States
AW00012887,United States
AW00012888,United States
AW00012889,United States
AW00012890,United States
AW00012891,United States
AW00012892,Canada
AW00012893,United States
AW00012894,United States
AW00012895,Canada
AW00012896,United States
AW00012897,United States
AW00012898,United States
AW00012899,United States
AW00012900,United States
AW00012901,United States
AW00012902,Canada
AW00012903,Canada
AW00012904,United States
AW00012905,United States
AW00012906,United States
AW00012907,United States
AW00012908,United States
AW00012909,United States
AW00012910,United States
AW00012911,United States
AW00012912,United States
AW00012913,United States
AW00012914,Canada
AW00012915,United States
AW00012916,Canada
AW00012917,United States
AW00012918,United States
AW00012919,Canada
AW00012920,United States
AW00012921,United States
AW00012922,United States
AW00012923,United States
AW00012924,United States
AW00012925,United States
AW00012926,United States
AW00012927,United States
AW00012928,Canada
AW00012929,United States
AW00012930,United States
AW00012931,United States
AW00012932,United States
AW00012933,United States
AW00012934,United States
AW00012935,United States
AW00012936,Canada
AW00012937,United States
AW00012938,United States
AW00012939,Canada
AW00012940,United States
AW00012941,United States
AW00012942,United States
AW00012943,United States
AW00012944,Canada
AW00012945,Canada
AW00012946,United States
AW00012947,United States
AW00012948,United States
AW00012949,United States
AW00012950,United States
AW00012951,United States
AW00012952,United States
AW00012953,United States
AW00012954,United States
AW00012955,United States
AW00012956,United States
AW00012957,United States
AW00012958,United States
AW00012959,Canada
AW00012960,United States
AW00012961,United States
AW00012962,United States
AW00012963,United States
AW00012964,Canada
AW00012965,United States
AW00012966,United States
AW00012967,United States
AW00012968,United States
AW00012969,Canada
AW00012970,Canada
AW00012971,United States
AW00012972,Canada
AW00012973,United States
AW00012974,United States
AW00012975,United States
AW00012976,United States
AW00012977,United States
AW00012978,United States
AW00012979,United States
AW00012980,United States
AW00012981,United States
AW00012982,United States
AW00012983,United States
AW00012984,Canada
AW00012985,United States
AW00012986,Canada
AW00012987,Australia
AW00012988,Australia
AW00012989,Australia
AW00012990,Australia
AW00012991,Australia
AW00012992,Australia
AW00012993,Australia
AW00012994,Australia
AW00012995,Australia
AW00012996,Australia
AW00012997,Australia
AW00012998,Australia
AW00012999,Australia
AW00013000,Australia
AW00013001,Australia
AW00013002,Australia
AW00013003,Australia
AW00013004,Australia
AW00013005,Australia
AW00013006,Australia
AW00013007,Australia
AW00013008,Australia
